Country Name;Country Code;Indicator Name;Indicator Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Palau;PLW;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 9.889,83 ; 10.598,36 ; 10.995,73 ; 10.787,80 ; 11.595,39 ; 12.495,89 ; 12.837,99 ; 13.626,28 ; 13.433,88 ; 12.979,87 ; 13.411,10 ; 14.527,32 ; 15.168,31 ; 15.245,61 ; 16.195,01 ; 17.977,53 ; 18.256,90 ; 17.865,79 ; 18.496,44 ;
Papua New Guinea;PNG;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.439,25 ; 1.592,13 ; 1.811,51 ; 2.142,00 ; 2.264,38 ; 2.182,97 ; 2.337,54 ; 2.229,46 ; 2.117,06 ; 2.136,04 ; 2.081,46 ; 2.079,36 ; 2.066,01 ; 2.106,82 ; 2.176,65 ; 2.335,16 ; 2.477,99 ; 2.678,30 ; 2.656,86 ; 2.791,71 ; 3.039,79 ; 3.069,76 ; 3.206,20 ; 3.318,80 ; 3.763,08 ; 4.081,30 ; 4.209,04 ; 4.353,27 ; 4.335,90 ; 4.569,45 
Poland;POL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.173,86 ; 5.913,85 ; 6.181,77 ; 6.548,12 ; 7.027,08 ; 7.662,77 ; 8.250,35 ; 8.920,16 ; 9.471,41 ; 10.022,40 ; 10.655,43 ; 11.102,08 ; 11.781,06 ; 12.257,33 ; 13.341,16 ; 13.895,85 ; 15.139,50 ; 16.786,66 ; 18.310,36 ; 19.260,92 ; 21.064,09 ; 22.850,64 ; 23.833,21 ; 24.719,25 ; 25.612,26 ; 26.856,29 ; 28.283,70 ; 30.152,74 ; 31.834,41 ; 34.217,72 
Pre-demographic dividend;PRE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.411,71 ; 1.428,38 ; 1.468,68 ; 1.473,64 ; 1.466,69 ; 1.501,46 ; 1.575,94 ; 1.660,84 ; 1.776,99 ; 1.850,53 ; 1.893,50 ; 1.970,34 ; 2.045,33 ; 1.994,38 ; 2.259,20 ; 2.410,88 ; 2.587,87 ; 2.746,17 ; 2.906,00 ; 2.991,99 ; 3.121,80 ; 3.252,57 ; 3.354,13 ; 3.494,18 ; 3.591,84 ; 3.464,48 ; 3.413,27 ; 3.514,30 ; 3.581,22 ; 3.655,58 
Puerto Rico;PRI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 13.423,49 ; 14.097,15 ; 14.979,47 ; 15.912,02 ; 16.775,54 ; 17.741,77 ; 18.278,42 ; 19.320,61 ; 20.500,49 ; 21.807,87 ; 22.961,29 ; 24.893,02 ; 25.485,63 ; 25.956,53 ; 28.981,40 ; 29.332,65 ; 29.920,83 ; 30.545,67 ; 30.745,42 ; 30.541,06 ; 30.925,40 ; 31.824,15 ; 32.582,62 ; 33.172,67 ; 33.682,85 ; 34.016,02 ; 34.346,87 ; 34.363,75 ; 34.921,14 ; 35.948,19 
Korea, Dem. People’s Rep.;PRK;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;PRT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 11.758,36 ; 12.716,28 ; 13.157,98 ; 13.178,39 ; 13.553,14 ; 14.380,08 ; 14.894,97 ; 15.783,38 ; 16.686,74 ; 17.718,15 ; 18.883,74 ; 19.533,24 ; 20.356,65 ; 20.828,33 ; 21.458,37 ; 22.725,28 ; 24.652,95 ; 25.706,38 ; 26.665,84 ; 26.484,37 ; 27.280,17 ; 26.769,51 ; 26.438,02 ; 27.936,04 ; 28.742,44 ; 29.668,86 ; 31.604,55 ; 33.086,10 ; 34.340,71 ; 36.470,71 
Paraguay;PRY;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 5.391,60 ; 5.621,03 ; 5.701,09 ; 5.975,70 ; 6.275,55 ; 6.685,60 ; 6.758,41 ; 7.008,23 ; 6.939,56 ; 6.799,15 ; 6.653,98 ; 6.612,48 ; 6.589,97 ; 6.876,80 ; 7.223,36 ; 7.485,08 ; 7.960,50 ; 8.495,10 ; 9.085,54 ; 9.008,71 ; 9.993,03 ; 10.490,94 ; 10.022,13 ; 11.086,75 ; 11.425,66 ; 11.471,49 ; 12.029,97 ; 12.594,34 ; 13.153,16 ; 13.210,31 
West Bank and Gaza;PSE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;; 2.113,45 ; 2.210,15 ; 2.178,21 ; 2.429,50 ; 2.738,15 ; 2.931,81 ; 2.671,74 ; 2.413,66 ; 2.091,49 ; 2.367,64 ; 2.615,17 ; 2.912,46 ; 2.810,80 ; 2.998,92 ; 3.155,10 ; 3.363,60 ; 3.584,09 ; 4.010,60 ; 4.631,23 ; 4.729,14 ; 5.008,30 ; 5.400,66 ; 5.495,11 ; 5.754,78 ; 5.795,23 ;
Pacific island small states;PSS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.838,94 ; 2.868,19 ; 3.042,30 ; 3.144,23 ; 3.309,07 ; 3.444,50 ; 3.579,86 ; 3.537,17 ; 3.596,53 ; 3.819,70 ; 3.815,65 ; 3.914,31 ; 4.026,99 ; 4.129,89 ; 4.376,05 ; 4.541,49 ; 4.726,00 ; 4.821,46 ; 4.926,09 ; 4.825,25 ; 4.961,42 ; 5.189,22 ; 5.406,39 ; 5.665,00 ; 6.348,55 ; 6.768,75 ; 6.888,02 ; 7.200,63 ; 7.473,75 ; 7.608,48 
Post-demographic dividend;PST;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 17.913,48 ; 18.593,61 ; 19.222,76 ; 19.734,22 ; 20.605,09 ; 21.485,23 ; 22.393,57 ; 23.403,60 ; 24.207,32 ; 25.263,46 ; 26.859,86 ; 27.819,38 ; 28.789,74 ; 29.712,52 ; 31.322,86 ; 32.857,86 ; 34.967,70 ; 36.690,87 ; 37.605,58 ; 36.606,94 ; 37.900,11 ; 39.324,37 ; 40.381,67 ; 41.851,86 ; 43.006,56 ; 44.127,81 ; 45.590,57 ; 47.466,21 ; 49.244,82 ; 51.125,49 
French Polynesia;PYF;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;QAT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 96.822,95 ; 99.035,42 ; 103.476,99 ; 102.758,23 ; 113.857,36 ; 109.856,20 ; 120.837,35 ; 122.883,55 ; 125.011,14 ; 122.424,17 ; 132.048,13 ; 139.358,35 ; 141.634,97 ; 138.230,14 ; 129.068,87 ; 92.968,09 ; 83.102,49 ; 95.058,47 ; 96.732,66 ; 96.490,98 
Romania;ROU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 5.270,65 ; 4.786,39 ; 4.506,80 ; 4.690,50 ; 4.986,27 ; 5.419,11 ; 5.735,26 ; 5.562,20 ; 5.544,24 ; 5.596,47 ; 5.850,30 ; 6.521,44 ; 7.162,32 ; 7.551,72 ; 8.982,15 ; 9.602,13 ; 11.542,68 ; 13.685,89 ; 16.782,21 ; 16.647,85 ; 16.979,07 ; 17.907,66 ; 18.931,65 ; 19.797,27 ; 20.623,26 ; 21.631,50 ; 24.165,75 ; 27.191,67 ; 29.213,84 ; 32.297,30 
Russian Federation;RUS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 8.027,85 ; 7.857,91 ; 6.862,46 ; 6.419,52 ; 5.734,41 ; 5.613,28 ; 5.517,86 ; 5.699,95 ; 5.465,06 ; 5.914,33 ; 6.825,39 ; 7.361,36 ; 8.037,47 ; 9.254,54 ; 10.226,77 ; 11.822,35 ; 14.912,23 ; 16.648,24 ; 20.163,61 ; 19.389,94 ; 20.490,13 ; 22.798,67 ; 24.303,47 ; 26.073,87 ; 25.761,65 ; 24.085,32 ; 24.125,40 ; 26.005,98 ; 28.763,52 ; 29.181,36 
Rwanda;RWA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 558,24 ; 578,88 ; 662,54 ; 666,87 ; 357,56 ; 502,09 ; 559,51 ; 606,93 ; 616,04 ; 605,15 ; 633,92 ; 677,39 ; 760,77 ; 779,93 ; 848,34 ; 939,52 ; 1.033,52 ; 1.113,91 ; 1.229,09 ; 1.281,10 ; 1.355,54 ; 1.457,12 ; 1.495,91 ; 1.550,29 ; 1.714,57 ; 1.813,75 ; 1.891,83 ; 1.975,25 ; 2.137,85 ; 2.318,49 
South Asia;SAS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.242,95 ; 1.281,67 ; 1.356,71 ; 1.418,26 ; 1.503,68 ; 1.607,89 ; 1.714,13 ; 1.773,00 ; 1.855,82 ; 1.989,47 ; 2.077,24 ; 2.177,55 ; 2.250,90 ; 2.417,79 ; 2.625,67 ; 2.864,75 ; 3.126,58 ; 3.390,37 ; 3.512,86 ; 3.733,64 ; 4.005,24 ; 4.237,68 ; 4.566,87 ; 4.752,15 ; 4.928,80 ; 5.137,34 ; 5.455,15 ; 5.772,08 ; 6.194,34 ; 6.527,26 
Saudi Arabia;SAU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 32.087,71 ; 36.925,56 ; 38.114,13 ; 37.443,81 ; 37.504,47 ; 37.498,53 ; 38.378,79 ; 38.712,28 ; 39.514,78 ; 37.791,23 ; 39.882,62 ; 39.240,77 ; 37.667,04 ; 41.441,85 ; 44.601,79 ; 47.161,11 ; 48.552,53 ; 49.394,00 ; 52.047,05 ; 49.933,18 ; 51.529,84 ; 56.132,96 ; 57.364,43 ; 55.907,39 ; 55.725,40 ; 48.611,15 ; 45.485,66 ; 47.309,12 ; 48.719,86 ; 48.908,48 
Sudan;SDN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.130,58 ; 1.224,54 ; 1.300,71 ; 1.356,60 ; 1.363,29 ; 1.436,82 ; 1.508,85 ; 1.651,84 ; 1.695,54 ; 1.725,33 ; 1.824,61 ; 1.931,35 ; 2.030,52 ; 2.166,79 ; 2.247,83 ; 2.422,97 ; 2.672,27 ; 2.976,97 ; 3.183,84 ; 3.225,06 ; 3.168,55 ; 3.673,49 ; 4.102,81 ; 4.189,45 ; 4.734,83 ; 5.047,93 ; 4.415,77 ; 4.362,58 ; 4.258,78 ; 4.122,53 
Senegal;SEN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.476,50 ; 1.519,19 ; 1.526,93 ; 1.537,89 ; 1.526,96 ; 1.599,29 ; 1.619,84 ; 1.658,67 ; 1.735,07 ; 1.828,61 ; 1.884,20 ; 1.965,91 ; 1.961,68 ; 2.079,53 ; 2.204,70 ; 2.340,57 ; 2.407,34 ; 2.526,43 ; 2.609,14 ; 2.612,15 ; 2.662,69 ; 2.682,69 ; 2.764,78 ; 2.749,22 ; 2.830,70 ; 2.971,34 ; 3.075,93 ; 3.203,90 ; 3.393,00 ; 3.535,57 
Singapore;SGP;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 23.835,37 ; 25.552,04 ; 27.044,77 ; 30.088,18 ; 33.086,82 ; 35.129,56 ; 36.914,29 ; 39.332,07 ; 37.602,18 ; 40.007,51 ; 43.833,22 ; 43.136,43 ; 45.120,41 ; 48.756,56 ; 54.301,70 ; 58.717,22 ; 63.910,08 ; 68.628,38 ; 67.576,86 ; 66.149,00 ; 75.294,36 ; 80.052,39 ; 82.064,96 ; 83.001,79 ; 84.423,19 ; 86.974,75 ; 89.386,08 ; 94.940,97 ; 100.051,43 ; 101.375,78 
Solomon Islands;SLB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.221,94 ; 1.301,90 ; 1.458,65 ; 1.509,10 ; 1.635,92 ; 1.757,27 ; 1.767,77 ; 1.723,50 ; 1.725,44 ; 1.694,65 ; 1.445,49 ; 1.323,15 ; 1.271,98 ; 1.344,06 ; 1.411,47 ; 1.497,18 ; 1.611,37 ; 1.735,89 ; 1.853,14 ; 1.737,97 ; 1.832,83 ; 2.064,60 ; 2.142,51 ; 2.185,87 ; 2.216,27 ; 2.235,83 ; 2.271,61 ; 2.337,64 ; 2.421,02 ; 2.465,52 
Sierra Leone;SLE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 776,41 ; 816,08 ; 676,13 ; 704,70 ; 708,88 ; 666,74 ; 689,46 ; 656,69 ; 668,81 ; 652,98 ; 693,01 ; 639,62 ; 786,37 ; 835,96 ; 875,88 ; 908,47 ; 944,77 ; 1.020,25 ; 1.070,51 ; 1.088,37 ; 1.134,09 ; 1.203,21 ; 1.405,57 ; 1.746,55 ; 1.787,65 ; 1.586,69 ; 1.596,62 ; 1.642,61 ; 1.702,54 ; 1.789,59 
El Salvador;SLV;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.915,89 ; 3.018,24 ; 3.258,46 ; 3.482,10 ; 3.675,42 ; 3.883,60 ; 3.944,07 ; 4.097,28 ; 4.215,60 ; 4.333,67 ; 4.447,65 ; 4.554,86 ; 4.672,36 ; 4.807,72 ; 4.956,56 ; 5.224,76 ; 5.591,44 ; 5.823,17 ; 6.063,29 ; 5.956,88 ; 6.127,04 ; 6.465,87 ; 6.541,17 ; 6.877,15 ; 7.233,19 ; 7.597,69 ; 8.038,63 ; 8.454,06 ; 8.818,88 ; 9.139,71 
San Marino;SMR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;; 43.195,37 ; 46.456,42 ; 50.814,43 ; 52.469,83 ; 55.899,43 ; 56.226,25 ; 58.682,45 ; 62.180,62 ; 64.812,45 ; 68.453,57 ; 74.380,64 ; 74.527,86 ; 66.510,57 ; 62.761,45 ; 57.943,45 ; 54.447,09 ; 53.466,74 ; 55.420,29 ; 55.598,22 ; 57.474,12 ; 58.860,75 ; 60.750,45 ;
Somalia;SOM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbia;SRB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;; 4.827,35 ; 5.228,85 ; 5.718,36 ; 5.998,62 ; 5.531,73 ; 6.021,38 ; 6.484,73 ; 7.224,55 ; 7.637,41 ; 8.479,92 ; 9.181,74 ; 10.196,84 ; 11.224,59 ; 12.632,06 ; 12.546,04 ; 12.806,86 ; 13.746,95 ; 13.933,92 ; 14.629,04 ; 14.659,55 ; 14.922,06 ; 15.734,33 ; 16.534,34 ; 17.563,17 ; 18.989,04 
Sub-Saharan Africa (excluding high income);SSA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.687,10 ; 1.704,50 ; 1.693,07 ; 1.674,75 ; 1.682,33 ; 1.729,93 ; 1.804,38 ; 1.852,53 ; 1.870,45 ; 1.891,34 ; 1.947,91 ; 2.026,08 ; 2.133,63 ; 2.210,25 ; 2.357,40 ; 2.516,02 ; 2.681,76 ; 2.858,74 ; 2.993,52 ; 3.036,71 ; 3.157,23 ; 3.291,78 ; 3.319,63 ; 3.489,70 ; 3.647,07 ; 3.676,13 ; 3.665,07 ; 3.730,75 ; 3.823,99 ; 3.893,96 
South Sudan;SSD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;; 2.910,54 ; 2.944,01 ; 3.020,95 ; 2.844,52 ; 1.519,14 ; 2.099,24 ; 1.495,51 ;;;;;
Sub-Saharan Africa;SSF;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.694,83 ; 1.712,82 ; 1.702,22 ; 1.684,61 ; 1.692,63 ; 1.740,63 ; 1.815,65 ; 1.864,55 ; 1.883,24 ; 1.904,36 ; 1.962,06 ; 2.040,57 ; 2.148,08 ; 2.225,38 ; 2.373,06 ; 2.532,03 ; 2.698,71 ; 2.876,80 ; 3.012,35 ; 3.055,81 ; 3.176,94 ; 3.312,34 ; 3.340,05 ; 3.510,68 ; 3.668,28 ; 3.697,76 ; 3.688,15 ; 3.754,18 ; 3.848,41 ; 3.919,21 
Small states;SST;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 10.257,10 ; 10.759,46 ; 11.288,19 ; 11.889,59 ; 13.032,89 ; 13.890,96 ; 15.530,59 ; 17.069,47 ; 18.318,95 ; 18.465,71 ; 19.746,54 ; 21.172,08 ; 22.030,01 ; 22.331,00 ; 22.288,02 ; 19.496,63 ; 19.105,04 ; 20.584,48 ; 21.148,92 ; 21.510,33 
Sao Tome and Principe;STP;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;; 1.841,88 ; 1.880,51 ; 2.001,07 ; 2.087,58 ; 2.250,63 ; 2.464,24 ; 2.540,20 ; 2.722,69 ; 2.734,02 ; 2.876,89 ; 2.997,15 ; 2.954,58 ; 3.318,89 ; 3.817,42 ; 3.837,73 ; 3.889,39 ; 3.915,73 ; 4.037,85 ; 4.128,06 
Suriname;SUR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.616,76 ; 6.891,91 ; 6.948,46 ; 6.522,16 ; 6.775,93 ; 6.812,38 ; 6.907,04 ; 7.329,37 ; 7.488,84 ; 7.401,22 ; 7.634,29 ; 8.033,38 ; 8.290,55 ; 8.871,53 ; 9.769,88 ; 10.405,62 ; 11.210,73 ; 11.960,98 ; 12.552,95 ; 12.880,69 ; 13.548,41 ; 14.475,02 ; 15.785,18 ; 16.815,23 ; 17.261,23 ; 16.072,22 ; 14.206,52 ; 16.341,45 ; 17.001,35 ; 17.005,43 
Slovak Republic;SVK;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;; 7.163,00 ; 7.457,29 ; 8.057,38 ; 8.681,58 ; 9.390,64 ; 10.082,73 ; 10.622,82 ; 10.714,18 ; 11.380,83 ; 12.391,27 ; 13.312,20 ; 14.165,61 ; 15.212,51 ; 16.639,39 ; 18.891,24 ; 21.200,33 ; 23.725,86 ; 23.102,81 ; 25.171,61 ; 26.049,79 ; 26.933,42 ; 27.967,17 ; 28.991,57 ; 29.924,12 ; 29.651,52 ; 30.907,42 ; 32.574,82 ; 34.177,95 
Slovenia;SVN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 12.356,93 ; 11.630,51 ; 11.262,19 ; 11.885,14 ; 12.800,44 ; 13.602,66 ; 14.282,72 ; 15.277,65 ; 16.055,75 ; 17.083,25 ; 18.007,97 ; 18.956,29 ; 20.241,53 ; 21.089,30 ; 22.740,30 ; 23.852,64 ; 25.689,40 ; 27.541,48 ; 29.604,29 ; 27.564,23 ; 27.845,51 ; 28.931,38 ; 29.042,82 ; 29.973,70 ; 30.870,02 ; 31.636,75 ; 33.868,32 ; 36.650,80 ; 38.749,25 ; 40.656,56 
Sweden;SWE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 20.388,18 ; 20.694,57 ; 20.798,60 ; 20.730,81 ; 21.847,66 ; 23.063,85 ; 23.891,27 ; 24.797,47 ; 25.887,35 ; 27.471,56 ; 29.629,38 ; 29.940,40 ; 30.926,51 ; 31.780,12 ; 33.827,91 ; 34.244,47 ; 37.684,65 ; 40.862,65 ; 42.158,30 ; 40.318,23 ; 42.252,15 ; 44.608,58 ; 45.432,43 ; 46.312,39 ; 47.184,67 ; 49.116,31 ; 50.425,15 ; 52.739,01 ; 53.746,80 ; 55.814,51 
Eswatini;SWZ;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.518,53 ; 3.601,51 ; 3.707,13 ; 3.821,54 ; 3.909,15 ; 4.096,96 ; 4.246,73 ; 4.371,17 ; 4.459,14 ; 4.590,53 ; 4.721,96 ; 4.837,10 ; 5.101,40 ; 5.378,01 ; 5.703,51 ; 6.208,00 ; 6.743,05 ; 7.185,80 ; 7.334,47 ; 7.452,65 ; 7.771,36 ; 8.057,54 ; 8.266,68 ; 8.708,80 ; 8.796,98 ; 8.843,70 ; 8.762,41 ; 8.493,90 ; 8.809,15 ; 9.048,18 
Sint Maarten (Dutch part);SXM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;; 32.614,52 ; 34.232,36 ; 37.233,97 ; 32.878,44 ; 32.478,30 ; 33.013,23 ; 32.520,09 ; 32.432,99 ; 32.256,33 ;;
Seychelles;SYC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 8.966,23 ; 9.399,29 ; 10.254,79 ; 10.918,37 ; 10.771,44 ; 10.747,33 ; 11.315,06 ; 12.736,64 ; 13.691,94 ; 13.874,42 ; 14.271,42 ; 14.240,75 ; 14.200,59 ; 13.767,68 ; 13.786,29 ; 15.424,33 ; 17.027,84 ; 19.209,16 ; 18.738,61 ; 18.599,63 ; 19.387,86 ; 21.922,74 ; 21.565,04 ; 22.369,39 ; 23.889,78 ; 24.067,19 ; 25.681,31 ; 27.242,66 ; 28.657,41 ; 30.259,96 
Syrian Arab Republic;SYR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turks and Caicos Islands;TCA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;; 21.231,93 ; 19.069,88 ; 19.761,59 ; 21.583,24 ; 22.855,17 ; 24.257,06 ; 25.477,42 ; 27.055,17 ;
Chad;TCD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 698,38 ; 758,95 ; 812,03 ; 678,56 ; 738,86 ; 738,72 ; 743,37 ; 772,05 ; 806,37 ; 783,83 ; 765,58 ; 841,13 ; 891,92 ; 1.002,80 ; 1.325,10 ; 1.545,74 ; 1.547,58 ; 1.586,40 ; 1.612,15 ; 1.637,80 ; 1.819,69 ; 1.797,75 ; 1.730,79 ; 1.569,06 ; 1.677,09 ; 1.820,06 ; 1.664,51 ; 1.587,03 ; 1.613,51 ; 1.645,09 
East Asia & Pacific (IDA & IBRD countries);TEA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.462,23 ; 1.603,60 ; 1.782,88 ; 1.988,22 ; 2.209,93 ; 2.440,92 ; 2.670,93 ; 2.864,53 ; 2.885,80 ; 3.065,16 ; 3.330,32 ; 3.590,03 ; 3.891,05 ; 4.264,23 ; 4.721,61 ; 5.284,28 ; 5.963,86 ; 6.792,66 ; 7.438,65 ; 7.992,70 ; 8.797,35 ; 9.652,50 ; 10.465,95 ; 11.070,26 ; 11.585,86 ; 11.919,42 ; 12.443,31 ; 13.123,13 ; 14.197,41 ; 15.188,81 
Europe & Central Asia (IDA & IBRD countries);TEC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.886,38 ; 6.697,98 ; 6.246,75 ; 6.091,16 ; 5.637,28 ; 5.723,36 ; 5.863,34 ; 6.139,75 ; 5.766,96 ; 5.971,60 ; 6.610,52 ; 6.989,32 ; 7.484,20 ; 8.182,63 ; 9.128,72 ; 10.144,52 ; 11.988,20 ; 13.364,42 ; 15.249,00 ; 14.874,45 ; 15.898,61 ; 17.452,35 ; 18.447,44 ; 19.760,49 ; 20.225,77 ; 19.978,60 ; 20.544,02 ; 21.930,37 ; 23.350,86 ; 24.028,14 
Togo;TGO;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 833,48 ; 835,99 ; 803,75 ; 684,17 ; 785,62 ; 843,40 ; 908,39 ; 1.024,60 ; 980,29 ; 987,57 ; 972,46 ; 974,62 ; 1.001,33 ; 1.061,18 ; 1.052,03 ; 1.007,66 ; 1.037,70 ; 1.025,04 ; 1.058,28 ; 1.095,26 ; 1.144,33 ; 1.210,14 ; 1.227,16 ; 1.275,33 ; 1.328,38 ; 1.397,33 ; 1.453,75 ; 1.516,53 ; 1.589,18 ; 1.662,07 
Thailand;THA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 4.311,67 ; 4.781,95 ; 5.233,38 ; 5.747,09 ; 6.281,35 ; 6.864,79 ; 7.304,17 ; 7.140,45 ; 6.589,60 ; 6.910,33 ; 7.302,89 ; 7.648,85 ; 8.179,40 ; 8.863,74 ; 9.608,55 ; 10.256,33 ; 11.024,85 ; 11.869,67 ; 12.244,82 ; 12.191,41 ; 13.195,37 ; 13.519,13 ; 14.870,98 ; 15.407,67 ; 15.480,21 ; 15.822,35 ; 16.618,76 ; 17.420,57 ; 18.513,29 ; 19.228,29 
Tajikistan;TJK;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.641,27 ; 2.481,85 ; 1.768,90 ; 1.489,26 ; 1.178,98 ; 1.038,58 ; 867,95 ; 884,60 ; 928,17 ; 961,68 ; 1.048,46 ; 1.155,13 ; 1.278,64 ; 1.419,39 ; 1.579,59 ; 1.704,54 ; 1.843,71 ; 1.999,69 ; 2.154,92 ; 2.208,45 ; 2.328,44 ; 2.496,58 ; 2.750,36 ; 3.027,82 ; 3.303,10 ; 2.991,65 ; 3.097,20 ; 3.089,53 ; 3.311,05 ; 3.519,82 
Turkmenistan;TKM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 5.436,65 ; 5.212,78 ; 4.405,01 ; 4.450,41 ; 3.663,80 ; 3.394,79 ; 3.620,16 ; 3.212,00 ; 3.432,77 ; 4.009,08 ; 4.275,01 ; 4.510,66 ; 4.548,03 ; 4.736,92 ; 5.055,94 ; 5.829,44 ; 6.588,04 ; 7.420,56 ; 8.561,57 ; 9.021,14 ; 9.810,61 ; 11.294,95 ; 12.057,20 ; 12.739,18 ; 13.490,99 ; 13.690,60 ; 13.866,32 ; 14.205,02 ; 15.195,63 ;
Latin America & the Caribbean (IDA & IBRD countries);TLA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.244,97 ; 6.581,72 ; 6.810,87 ; 7.007,07 ; 7.370,02 ; 7.496,03 ; 7.783,21 ; 8.200,25 ; 8.352,16 ; 8.339,78 ; 8.711,43 ; 8.827,94 ; 8.867,37 ; 9.093,78 ; 9.783,66 ; 10.416,49 ; 11.307,84 ; 12.119,49 ; 12.741,81 ; 12.536,93 ; 13.333,02 ; 14.217,32 ; 14.507,41 ; 14.997,67 ; 15.320,19 ; 15.106,60 ; 15.345,70 ; 16.002,37 ; 16.489,89 ; 16.737,00 
Timor-Leste;TLS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 1.268,20 ; 1.479,70 ; 1.369,74 ; 1.329,55 ; 1.335,85 ; 1.385,90 ; 1.340,47 ; 1.488,05 ; 1.658,54 ; 1.805,86 ; 1.964,52 ; 2.084,59 ; 2.320,07 ; 2.483,17 ; 2.721,06 ; 2.916,82 ; 3.140,87 ; 3.165,80 ; 3.152,57 ; 3.252,55 
Middle East & North Africa (IDA & IBRD countries);TMN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 4.816,69 ; 5.183,98 ; 5.418,79 ; 5.570,63 ; 5.644,93 ; 5.798,08 ; 6.130,78 ; 6.327,10 ; 6.707,08 ; 6.979,20 ; 7.338,26 ; 7.541,44 ; 7.783,48 ; 7.995,28 ; 8.706,42 ; 9.222,64 ; 9.859,11 ; 10.555,71 ; 10.960,73 ; 11.131,23 ; 11.642,27 ; 11.591,79 ; 11.892,42 ; 11.777,14 ; 11.444,77 ; 10.738,39 ; 10.669,89 ; 10.959,06 ;;
